artist_id,name,type,start_date,end_date,notes,source_url,created_at,updated_at
G00001,Juice=Juice,group,,,,https://helloproject.com/juicejuice/release/6692/,2026-09-25T07:31:25+00:00,2026-09-25T07:31:25+00:00
